material,nominal_size,nominal_od,nominal_id,nominal_thickness,epsilon,selector_label,selector_value 
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,6.0,6.625,6.187,0.219,0.00015,- / - / 0.219,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,6.0,6.625,6.125,0.25,0.00015,- / - / 0.25,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,6.0,6.625,6.001,0.312,0.00015,- / - / 0.312,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,6.0,6.625,5.937,0.344,0.00015,- / - / 0.344,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,6.0,6.625,5.875,0.375,0.00015,- / - / 0.375,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,6.0,6.625,5.625,0.5,0.00015,- / - / 0.5,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,6.0,6.625,5.375,0.625,0.00015,- / - / 0.625,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,6.0,6.625,5.125,0.75,0.00015,- / - / 0.75,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,6.0,6.625,4.875,0.875,0.00015,- / - / 0.875,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,8.0,8.625,7.981,0.322,0.00015,STD / 40 / 0.322,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,8.0,8.625,7.625,0.5,0.00015,XS / 80 / 0.5,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,8.0,8.625,6.875,0.875,0.00015,XXS / - / 0.875,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,8.0,8.625,8.407,0.109,0.00015,- / 5 / 0.109,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,8.0,8.625,8.329,0.148,0.00015,- / 10 / 0.148,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,8.0,8.625,8.125,0.25,0.00015,- / 20 / 0.25,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,8.0,8.625,7.813,0.406,0.00015,- / 60 / 0.406,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,8.0,8.625,7.437,0.594,0.00015,- / 100 / 0.594,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,8.0,8.625,7.187,0.719,0.00015,- / 120 / 0.719,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,8.0,8.625,7.001,0.812,0.00015,- / 140 / 0.812,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,8.0,8.625,6.813,0.906,0.00015,- / 160 / 0.906,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,8.0,8.625,8.375,0.125,0.00015,- / - / 0.125,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,8.0,8.625,8.313,0.156,0.00015,- / - / 0.156,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,8.0,8.625,8.249,0.188,0.00015,- / - / 0.188,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,8.0,8.625,8.219,0.203,0.00015,- / - / 0.203,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,8.0,8.625,8.187,0.219,0.00015,- / - / 0.219,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,8.0,8.625,8.071,0.277,0.00015,- / - / 0.277,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,8.0,8.625,8.001,0.312,0.00015,- / - / 0.312,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,8.0,8.625,7.937,0.344,0.00015,- / - / 0.344,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,8.0,8.625,7.875,0.375,0.00015,- / - / 0.375,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,8.0,8.625,7.749,0.438,0.00015,- / - / 0.438,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,8.0,8.625,7.501,0.562,0.00015,- / - / 0.562,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,8.0,8.625,7.375,0.625,0.00015,- / - / 0.625,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,8.0,8.625,7.125,0.75,0.00015,- / - / 0.75,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,8.0,8.625,6.625,1,0.00015,- / - / 1,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,10.0,10.75,10.02,0.365,0.00015,STD / 40 / 0.365,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,10.0,10.75,9.75,0.5,0.00015,XS / 60 / 0.5,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,10.0,10.75,8.75,1,0.00015,XXS / 140 / 1,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,10.0,10.75,10.482,0.134,0.00015,- / 5 / 0.134,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,10.0,10.75,10.42,0.165,0.00015,- / 10 / 0.165,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,10.0,10.75,10.25,0.25,0.00015,- / 20 / 0.25,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,10.0,10.75,10.136,0.307,0.00015,- / 30 / 0.307,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,10.0,10.75,9.562,0.594,0.00015,- / 80 / 0.594,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,10.0,10.75,9.312,0.719,0.00015,- / 100 / 0.719,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,10.0,10.75,9.062,0.844,0.00015,- / 120 / 0.844,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,10.0,10.75,8.5,1.125,0.00015,- / 160 / 1.125,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,10.0,10.75,8.25,1.25,0.00015,- / 160 / 1.25,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,10.0,10.75,10.438,0.156,0.00015,- / - / 0.156,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,10.0,10.75,10.374,0.188,0.00015,- / - / 0.188,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,10.0,10.75,10.344,0.203,0.00015,- / - / 0.203,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,10.0,10.75,10.312,0.219,0.00015,- / - / 0.219,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,10.0,10.75,10.192,0.279,0.00015,- / - / 0.279,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,10.0,10.75,10.062,0.344,0.00015,- / - / 0.344,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,10.0,10.75,9.874,0.438,0.00015,- / - / 0.438,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,10.0,10.75,9.626,0.562,0.00015,- / - / 0.562,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,10.0,10.75,9.5,0.625,0.00015,- / - / 0.625,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,10.0,10.75,9.126,0.812,0.00015,- / - / 0.812,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,10.0,10.75,9,0.875,0.00015,- / - / 0.875,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,10.0,10.75,8.874,0.938,0.00015,- / - / 0.938,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,12.0,12.75,12,0.375,0.00015,STD / - / 0.375,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,12.0,12.75,11.75,0.5,0.00015,XS / - / 0.5,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,12.0,12.75,10.75,1,0.00015,XXS / 120 / 1,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,12.0,12.75,12.438,0.156,0.00015,- / 5 / 0.156,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,12.0,12.75,12.39,0.18,0.00015,- / 10 / 0.18,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,12.0,12.75,12.25,0.25,0.00015,- / 20 / 0.25,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,12.0,12.75,12.09,0.33,0.00015,- / 30 / 0.33,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,12.0,12.75,11.938,0.406,0.00015,- / 40 / 0.406,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,12.0,12.75,11.626,0.562,0.00015,- / 60 / 0.562,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,12.0,12.75,11.374,0.688,0.00015,- / 80 / 0.688,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,12.0,12.75,11.062,0.844,0.00015,- / 100 / 0.844,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,12.0,12.75,10.5,1.125,0.00015,- / 140 / 1.125,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,12.0,12.75,10.126,1.312,0.00015,- / 160 / 1.312,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,12.0,12.75,12.406,0.172,0.00015,- / - / 0.172,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,12.0,12.75,12.374,0.188,0.00015,- / - / 0.188,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,12.0,12.75,12.344,0.203,0.00015,- / - / 0.203,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,12.0,12.75,12.312,0.219,0.00015,- / - / 0.219,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,12.0,12.75,12.188,0.281,0.00015,- / - / 0.281,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,12.0,12.75,12.126,0.312,0.00015,- / - / 0.312,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,12.0,12.75,12.062,0.344,0.00015,- / - / 0.344,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,12.0,12.75,11.874,0.438,0.00015,- / - / 0.438,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,12.0,12.75,11.5,0.625,0.00015,- / - / 0.625,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,12.0,12.75,11.25,0.75,0.00015,- / - / 0.75,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,12.0,12.75,11.126,0.812,0.00015,- / - / 0.812,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,12.0,12.75,11,0.875,0.00015,- / - / 0.875,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,12.0,12.75,10.874,0.938,0.00015,- / - / 0.938,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,12.0,12.75,10.626,1.062,0.00015,- / - / 1.062,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,12.0,12.75,10.25,1.25,0.00015,- / - / 1.25,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,14.0,14,13.25,0.375,0.00015,STD / 30 / 0.375,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,14.0,14,13,0.5,0.00015,XS / - / 0.5,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,14.0,14,13.688,0.156,0.00015,- / 5 / 0.156,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,14.0,14,13.5,0.25,0.00015,- / 10 / 0.25,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,14.0,14,13.376,0.312,0.00015,- / 20 / 0.312,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,14.0,14,13.124,0.438,0.00015,- / 40 / 0.438,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,14.0,14,12.812,0.594,0.00015,- / 60 / 0.594,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,14.0,14,12.5,0.75,0.00015,- / 80 / 0.75,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,14.0,14,12.124,0.938,0.00015,- / 100 / 0.938,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,14.0,14,11.812,1.094,0.00015,- / 120 / 1.094,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,14.0,14,11.5,1.25,0.00015,- / 140 / 1.25,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,14.0,14,11.188,1.406,0.00015,- / 160 / 1.406,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,14.0,14,13.624,0.188,0.00015,- / - / 0.188,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,14.0,14,13.594,0.203,0.00015,- / - / 0.203,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,14.0,14,13.58,0.21,0.00015,- / - / 0.21,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,14.0,14,13.562,0.219,0.00015,- / - / 0.219,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,14.0,14,13.438,0.281,0.00015,- / - / 0.281,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,14.0,14,13.312,0.344,0.00015,- / - / 0.344,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,14.0,14,13.188,0.406,0.00015,- / - / 0.406,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,14.0,14,13.062,0.469,0.00015,- / - / 0.469,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,14.0,14,12.876,0.562,0.00015,- / - / 0.562,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,14.0,14,12.75,0.625,0.00015,- / - / 0.625,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,14.0,14,12.624,0.688,0.00015,- / - / 0.688,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,14.0,14,12.376,0.812,0.00015,- / - / 0.812,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,14.0,14,12.25,0.875,0.00015,- / - / 0.875,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,14.0,14,12,1,0.00015,- / - / 1,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,14.0,14,11.876,1.062,0.00015,- / - / 1.062,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,14.0,14,11.75,1.125,0.00015,- / - / 1.125,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,14.0,14,10,2,0.00015,- / - / 2,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,14.0,14,9.75,2.125,0.00015,- / - / 2.125,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,14.0,14,9.6,2.2,0.00015,- / - / 2.2,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,14.0,14,9,2.5,0.00015,- / - / 2.5,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,16.0,16,15.67,0.165,0.00015,- / 5 / 0.165,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,16.0,16,15.5,0.25,0.00015,- / 10 / 0.25,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,16.0,16,15.376,0.312,0.00015,- / 20 / 0.312,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,16.0,16,15.25,0.375,0.00015,- / 30 / 0.375,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,16.0,16,15,0.5,0.00015,- / 40 / 0.5,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,16.0,16,14.688,0.656,0.00015,- / 60 / 0.656,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,16.0,16,14.312,0.844,0.00015,- / 80 / 0.844,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,16.0,16,13.938,1.031,0.00015,- / 100 / 1.031,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,16.0,16,13.562,1.219,0.00015,- / 120 / 1.219,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,16.0,16,13.124,1.438,0.00015,- / 140 / 1.438,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,16.0,16,12.812,1.594,0.00015,- / 160 / 1.594,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,16.0,16,15.624,0.188,0.00015,- / - / 0.188,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,16.0,16,15.594,0.203,0.00015,- / - / 0.203,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,16.0,16,15.562,0.219,0.00015,- / - / 0.219,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,16.0,16,15.438,0.281,0.00015,- / - / 0.281,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,16.0,16,15.312,0.344,0.00015,- / - / 0.344,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,16.0,16,15.188,0.406,0.00015,- / - / 0.406,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,16.0,16,15.124,0.438,0.00015,- / - / 0.438,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,16.0,16,15.062,0.469,0.00015,- / - / 0.469,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,16.0,16,14.876,0.562,0.00015,- / - / 0.562,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,16.0,16,14.75,0.625,0.00015,- / - / 0.625,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,16.0,16,14.624,0.688,0.00015,- / - / 0.688,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,16.0,16,14.5,0.75,0.00015,- / - / 0.75,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,16.0,16,14.376,0.812,0.00015,- / - / 0.812,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,16.0,16,14.25,0.875,0.00015,- / - / 0.875,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,16.0,16,14.124,0.938,0.00015,- / - / 0.938,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,16.0,16,14,1,0.00015,- / - / 1,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,16.0,16,13.876,1.062,0.00015,- / - / 1.062,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,16.0,16,13.75,1.125,0.00015,- / - / 1.125,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,16.0,16,13.624,1.188,0.00015,- / - / 1.188,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,16.0,16,13.5,1.25,0.00015,- / - / 1.25,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,18.0,18,17.25,0.375,0.00015,STD / - / 0.375,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,18.0,18,17,0.5,0.00015,XS / - / 0.5,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,18.0,18,17.67,0.165,0.00015,- / 5 / 0.165,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,18.0,18,17.5,0.25,0.00015,- / 10 / 0.25,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,18.0,18,17.376,0.312,0.00015,- / 20 / 0.312,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,18.0,18,17.124,0.438,0.00015,- / 30 / 0.438,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,18.0,18,16.876,0.562,0.00015,- / 40 / 0.562,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,18.0,18,16.5,0.75,0.00015,- / 60 / 0.75,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,18.0,18,16.124,0.938,0.00015,- / 80 / 0.938,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,18.0,18,15.688,1.156,0.00015,- / 100 / 1.156,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,18.0,18,15.25,1.375,0.00015,- / 120 / 1.375,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,18.0,18,14.876,1.562,0.00015,- / 140 / 1.562,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,18.0,18,14.438,1.781,0.00015,- / 160 / 1.781,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,18.0,18,17.624,0.188,0.00015,- / - / 0.188,Identification / Pipe Schedule / Wall Thickness
Steel pipe - welded and seamless wrought per ANSI/ASME B36.10M-2018,18.0,18,17.562,0.219,0.00015,- / - / 0.219,Identification / Pipe Schedule / Wall Thickness
